2.788735982496703400e+03,-4.739511045491780351e+03,-9.380397123709684593e+01
-3.347449411960287307e+03,6.757138623805968564e+03,1.960496356749960114e+02
-3.328716944414089539e+03,6.725168463361846989e+03,1.955333580102420115e+02
-3.195486761459630998e+03,6.496412338806069783e+03,1.919176075294595591e+02
-1.328942697464928870e+03,3.149994813828056067e+03,1.226041834041485288e+02
-1.303250711976281082e+03,3.103460211929247180e+03,1.215491141946086486e+02
-1.282604107511999246e+03,3.065228593079292295e+03,1.206587077173923603e+02
-1.263368401412835283e+03,3.029970334796085808e+03,1.198482795817524789e+02
-1.243999438978181843e+03,2.994493155466367625e+03,1.190347948448371227e+02
-1.223218016655446036e+03,2.956235277367685285e+03,1.181521812368958990e+02
-1.197611251215998436e+03,2.909783772285490613e+03,1.170919381003123902e+02
-1.176898688673810057e+03,2.871343759990421404e+03,1.161894471617113140e+02
-1.157695541743677950e+03,2.836079289103820429e+03,1.153728163614642312e+02
-1.138386693959052081e+03,2.800651776244861139e+03,1.145546027803439273e+02
-3.174275940426104626e+03,6.459751905201685986e+03,1.912749804682763681e+02
-1.117708023095507997e+03,2.762521995770492595e+03,1.136688997602325060e+02
-1.092250925745185896e+03,2.716274134727584169e+03,1.126064490398200491e+02
-1.071480211684541700e+03,2.677643779355100378e+03,1.116926194161965640e+02
-1.052308544418693828e+03,2.642373661694823113e+03,1.108699269341473865e+02
-1.032881815860582037e+03,2.606665481401729721e+03,1.100392878137343331e+02
-1.012120972211840240e+03,2.568326695086866039e+03,1.091427836594429408e+02
1.819213459990014599e+03,-2.765077030315387674e+03,-2.747679529875725990e+01
1.831401601313793208e+03,-2.788070164026871680e+03,-2.811921736250658910e+01
1.847459274358641778e+03,-2.819947703327401996e+03,-2.904665112914617708e+01
1.858109795424095410e+03,-2.840631357901561842e+03,-2.963887246952582188e+01
1.868766753245285599e+03,-2.861292109692705253e+03,-3.022839171592894658e+01
1.880391555365131353e+03,-2.883712874375685260e+03,-3.086232565011963302e+01
1.891901986079689777e+03,-2.905446567989444247e+03,-3.147421481867544912e+01
1.907467207122929949e+03,-2.936418877028018869e+03,-3.238133009841327237e+01
1.917547094788187451e+03,-2.956014198281535300e+03,-3.294620341065053282e+01
1.927950827321008774e+03,-2.976235358430762062e+03,-3.352756253865716474e+01
-2.865018995066224306e+03,5.918675448190710085e+03,1.815248369624858640e+02
1.939134281783754659e+03,-2.997848445282112607e+03,-3.414344520686731954e+01
1.950117906663081158e+03,-3.018625262126862253e+03,-3.473392754422095408e+01
1.965032649637400482e+03,-3.048378803169761795e+03,-3.561146515370839438e+01
1.974682940415943222e+03,-3.067200496535137063e+03,-3.615877278803690587e+01
1.984470993756566031e+03,-3.086266387899546316e+03,-3.671115749233569403e+01
1.995068885426823726e+03,-3.106774987089982460e+03,-3.729956345493227587e+01
2.005369636517996923e+03,-3.126275621998755469e+03,-3.785846342169848100e+01
2.019783025661231704e+03,-3.155114718630330572e+03,-3.871529269786238103e+01
2.028888883258297255e+03,-3.172910436798451428e+03,-3.923684496431655333e+01
2.782051939758065600e+03,-4.713342610812233943e+03,-9.167618705978297555e+01
2.780426702304175251e+03,-4.710395081795750230e+03,-9.165439704579694080e+01
2.784025261818611853e+03,-4.719018867944530939e+03,-9.201834001292712628e+01
2.784396917965848388e+03,-4.720288369341473299e+03,-9.211126505041362122e+01
2.784868219080245126e+03,-4.721712988782849607e+03,-9.220758732577301942e+01
2.784612841724824193e+03,-4.721603155070956745e+03,-9.226071718908318076e+01
2.782855313213058707e+03,-4.718411399048787644e+03,-9.223288270849957371e+01
2.786260014545610829e+03,-4.726686315971211116e+03,-9.258963073615147721e+01
2.786609845836778732e+03,-4.727948987806875266e+03,-9.268477763263561542e+01
2.786928808603938251e+03,-4.729071734861793630e+03,-9.277257033022134181e+01
-2.455626550953614696e+03,5.191217341070875591e+03,1.671301521285289766e+02
2.786507476227046482e+03,-4.728643110988060471e+03,-9.281741303469409843e+01
2.784610294497655104e+03,-4.725196409553825106e+03,-9.278351538572687218e+01
2.787762350773089111e+03,-4.732989513023008840e+03,-9.312829761837782883e+01
2.788015307809405840e+03,-4.734078961493917632e+03,-9.321975715408916585e+01
2.788245780829168780e+03,-4.735058237787359758e+03,-9.330589472177061339e+01
2.787622955698263468e+03,-4.734239720107038011e+03,-9.334066643505677519e+01
2.785587768265685554e+03,-4.730545079676674504e+03,-9.330094921840485256e+01
2.788489746036532779e+03,-4.737872263836985439e+03,-9.363528904577533751e+01
2.788608461442378029e+03,-4.738715093096590863e+03,-9.372162815913364398e+01
