-6.099736126216956109e+03,-2.219173457184027029e+03,8.787832871243310819e+02
-4.387715875966751810e+03,-4.063553643923850359e+03,2.360504790355066234e+03
-6.552000758402927204e+03,-9.078416539783434018e+02,-2.372852967191841174e+02
4.767934805135686474e+03,-3.735593504869711523e+03,-3.640613221456053452e+02
6.551775794819023758e+03,1.392990210340957162e+02,1.698807128111411203e+03
7.230039934353782201e+02,7.620860322234025261e+03,1.017261818560409324e+03
-3.748719402329243621e+03,6.933312064082520919e+03,1.653651974428910307e+03
-2.595330562380523133e+03,7.236593634932990426e+03,2.676444954480968136e+03
5.369824249914577194e+03,5.023183139739457147e+03,-2.173831495203874056e+03
4.325568837917433484e+03,6.242949678700658296e+03,-2.563558391816017320e+03
3.998026742948925971e+02,7.646137449390798793e+03,1.333890579717172159e+03
2.074347437782992529e+03,7.601097149274060030e+03,-6.696093474195715771e+02
5.338100012880525469e+01,7.744143436648860188e+03,1.751544108425901186e+03
1.965855910427214667e+03,7.539827483799407673e+03,-5.330157750790832552e+02
5.083416076860416979e+03,5.321508964978632321e+03,-2.332212112493485620e+03
6.374066663168238847e+03,1.958880694148635712e+03,4.643919421555137887e+02
-6.675590685721010686e+02,7.891856180855766979e+03,1.579210345362411545e+03
4.537664937810985975e+03,6.044406286406181607e+03,-2.619255968519275484e+03
-1.460540114124256434e+03,7.695167691151302279e+03,2.349157881636250295e+03
-6.735757646061859987e+02,-5.595197973631875357e+03,-2.808282940492256330e+02
-5.785823952852023467e+03,3.846699499052186184e+03,-3.975903151429276932e+02
-6.880650012497338139e+03,-8.820754796375821343e+02,-6.569753543620947767e+02
-3.555377056344669199e+03,-4.713773172122909273e+03,2.070813956861873066e+03
-2.763005643714114740e+03,-5.315282634411760228e+03,5.519747578691072931e+02
-6.873237639503081482e+03,2.294820005489273740e+02,-1.077080088817396245e+03
-6.176009884512984172e+03,-2.173058701358374492e+03,7.840853633418981872e+02
-6.474272682039832034e+03,-1.642050757238335336e+03,2.442985948125217419e+02
-6.207111841432528308e+03,-9.257629489389806849e+02,7.865665997607014504e+01
-5.713441753510183844e+03,-2.733208055348256039e+03,1.512358864110131208e+03
-4.846917037396349770e+03,-4.138968056001172044e+03,1.650691246801438183e+03
-6.171092917638486142e+03,-1.934680733364307343e+03,7.941997039447794577e+02
-3.526402501839231263e+03,6.128036518658786918e+03,2.552623350598943944e+03
-3.338322721877997083e+03,-4.732739648079574181e+03,2.070568632035970950e+03
-3.649816067931477392e+03,-4.723388726827870414e+03,1.673657767207066627e+03
-5.559426844859530320e+03,-3.347037110356677658e+03,1.452321976370003767e+03
-8.271023705724679758e+02,-5.711698703465926883e+03,-1.001692608302849408e+03
-5.915224376899659546e+03,-2.737077351293643915e+03,1.213208551397882957e+03
-5.960716201448114589e+03,-2.564679053012605436e+03,1.169509490829205788e+03
6.610034485112760194e+03,3.987914714238992246e+02,1.488717815617649649e+03
-1.403651357407183013e+03,-5.519252922272772594e+03,-3.196438006817981545e+02
-2.546415597526381134e+03,-5.288853551761858398e+03,6.433197461414367808e+02
-5.131899255454894956e+03,-3.472492568539272725e+03,2.006954930375546610e+03
-5.335007157051358263e+03,-3.236359442011841566e+03,1.880769194307701127e+03
-4.904895285615378270e+03,-3.932796982839526663e+03,1.981370196565078231e+03
-3.024123433991015645e+03,-5.246097155338789889e+03,7.958436579044023347e+02
-1.054736806505107097e+03,-5.586905673137459416e+03,-5.754851350619729828e+02
