1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
9.999998026079184399e+01,6.283184893762572276e-02,3.599999999999999728e-02
9.999992104317517772e+01,1.256636730702325455e-01,7.199999999999999456e-02
9.999982234717337803e+01,1.884954475928113382e-01,1.079999999999999849e-01
9.999968417282541111e+01,2.513271477003726773e-01,1.439999999999999891e-01
9.999950652018581820e+01,3.141587485879562824e-01,1.799999999999999933e-01
9.999928938932472988e+01,3.769902254506413142e-01,2.159999999999999976e-01
9.999903278032789444e+01,4.398215534835557272e-01,2.520000000000000018e-01
9.999873669329657844e+01,5.026527078818862071e-01,2.879999999999999782e-01
9.999840112834769457e+01,5.654836638408881067e-01,3.239999999999999547e-01
9.999802608561371642e+01,6.283143965558949384e-01,3.599999999999999312e-01
9.999761156524269268e+01,6.911448812223287552e-01,3.959999999999999076e-01
9.999715756739830397e+01,7.539750930357089764e-01,4.319999999999998841e-01
9.999666409225973496e+01,8.168050071916631572e-01,4.679999999999998606e-01
9.999613114002183067e+01,8.796345988859363141e-01,5.039999999999998925e-01
9.999555871089498282e+01,9.424638433144003624e-01,5.399999999999999245e-01
9.999494680510517242e+01,1.005292715673065329e+00,5.759999999999999565e-01
9.999429542289399819e+01,1.068121191158086347e+00,6.119999999999999885e-01
9.999360456451857715e+01,1.130949244965777201e+00,6.480000000000000204e-01
9.999287423025168664e+01,1.193776852292616653e+00,6.840000000000000524e-01
9.999210442038160807e+01,1.256603988335260880e+00,7.200000000000000844e-01
9.999129513521228318e+01,1.319430628290551244e+00,7.560000000000001164e-01
9.999044637506320043e+01,1.382256747355525173e+00,7.920000000000001483e-01
9.998955814026942335e+01,1.445082320727425929e+00,8.280000000000001803e-01
9.998863043118163318e+01,1.507907323603712157e+00,8.640000000000002123e-01
9.998766324816605788e+01,1.570731731182067881e+00,9.000000000000002442e-01
9.998665659160452890e+01,1.633555518660411598e+00,9.360000000000002762e-01
9.998561046189446699e+01,1.696378661236906948e+00,9.720000000000003082e-01
9.998452485944885382e+01,1.759201134109972697e+00,1.008000000000000229e+00
9.998339978469627454e+01,1.822022912478290291e+00,1.044000000000000261e+00
9.998223523808090363e+01,1.884843971540818286e+00,1.080000000000000293e+00
9.998103122006246224e+01,1.947664286496796127e+00,1.116000000000000325e+00
9.997978773111630346e+01,2.010483832545758354e+00,1.152000000000000357e+00
9.997850477173329864e+01,2.073302584887543709e+00,1.188000000000000389e+00
9.997718234241997948e+01,2.136120518722302908e+00,1.224000000000000421e+00
9.997582044369841014e+01,2.198937609250511738e+00,1.260000000000000453e+00
9.997441907610622991e+01,2.261753831672976389e+00,1.296000000000000485e+00
9.997297824019668155e+01,2.324569161190847666e+00,1.332000000000000517e+00
9.997149793653861138e+01,2.387383573005628090e+00,1.368000000000000549e+00
9.996997816571638396e+01,2.450197042319183005e+00,1.404000000000000581e+00
9.996841892832999577e+01,2.513009544333749012e+00,1.440000000000000613e+00
9.996682022499501841e+01,2.575821054251945519e+00,1.476000000000000645e+00
9.996518205634257015e+01,2.638631547276782729e+00,1.512000000000000677e+00
9.996350442301940120e+01,2.701440998611672750e+00,1.548000000000000709e+00
9.996178732568779424e+01,2.764249383460439358e+00,1.584000000000000741e+00
9.996003076502564966e+01,2.827056677027326437e+00,1.620000000000000773e+00
9.995823474172642875e+01,2.889862854517009527e+00,1.656000000000000805e+00
9.995639925649913948e+01,2.952667891134604261e+00,1.692000000000000837e+00
9.995452431006845018e+01,3.015471762085677021e+00,1.728000000000000869e+00
9.995260990317453320e+01,3.078274442576253822e+00,1.764000000000000901e+00
9.995065603657316444e+01,3.141075907812830526e+00,1.800000000000000933e+00
9.994866271103569488e+01,3.203876133002384829e+00,1.836000000000000965e+00
9.994662992734907903e+01,3.266675093352380710e+00,1.872000000000000997e+00
9.994455768631581805e+01,3.329472764070784407e+00,1.908000000000001029e+00
9.994244598875400243e+01,3.392269120366069757e+00,1.944000000000001060e+00
9.994029483549728354e+01,3.455064137447229289e+00,1.980000000000001092e+00
9.993810422739491628e+01,3.517857790523784001e+00,2.016000000000000902e+00
9.993587416531171641e+01,3.580650054805795790e+00,2.052000000000000934e+00
9.993360465012808902e+01,3.643440905503872340e+00,2.088000000000000966e+00
9.993129568273997165e+01,3.706230317829181775e+00,2.124000000000000998e+00
9.992894726405891959e+01,3.769018266993456212e+00,2.160000000000001030e+00
9.992655939501207740e+01,3.831804728209008193e+00,2.196000000000001062e+00
9.992413207654209373e+01,3.894589676688737345e+00,2.232000000000001094e+00
